open,low,high,close,change_amount,change_percent,gregorian_date,jalali_date,date
1146130.0,1146020.0,1149010.0,1147860.0,1840.0,0.16,2017/01/22,1395/11/03,2017-01-22
1147630.0,1147400.0,1150400.0,1147860.0,,,2017/01/23,1395/11/04,2017-01-23
1146480.0,1142560.0,1146480.0,1144400.0,3460.0,0.3,2017/01/24,1395/11/05,2017-01-24
1143982.0,1119710.0,1154964.0,1140119.0,2441.0,0.21,2017/01/25,1395/11/06,2017-01-25
1139100.0,1138170.0,1142090.0,1139900.0,219.0,0.02,2017/01/28,1395/11/09,2017-01-28
1139670.0,1127550.0,1139670.0,1130780.0,9120.0,0.81,2017/01/29,1395/11/10,2017-01-29
1129740.0,1129740.0,1139780.0,1137940.0,7160.0,0.63,2017/01/30,1395/11/11,2017-01-30
1138860.0,1134010.0,1142320.0,1136320.0,1620.0,0.14,2017/01/31,1395/11/12,2017-01-31
1140876.0,1120682.0,1158016.0,1145417.0,4937.0,0.43,2017/02/01,1395/11/13,2017-02-01
1149940.0,1145330.0,1154330.0,1150870.0,5453.0,0.48,2017/02/04,1395/11/16,2017-02-04
1152020.0,1150640.0,1156410.0,1155480.0,4610.0,0.4,2017/02/05,1395/11/17,2017-02-05
1157790.0,1150400.0,1157790.0,1151560.0,3920.0,0.34,2017/02/06,1395/11/18,2017-02-06
1149710.0,1147860.0,1158020.0,1154790.0,3230.0,0.28,2017/02/07,1395/11/19,2017-02-07
1154513.0,1141621.0,1162363.0,1153969.0,99.0,0.01,2017/02/08,1395/11/20,2017-02-08
1154100.0,1151100.0,1157100.0,1155020.0,1051.0,0.09,2017/02/11,1395/11/23,2017-02-11
1154100.0,1146480.0,1154100.0,1147860.0,7160.0,0.62,2017/02/12,1395/11/24,2017-02-12
1148100.0,1145330.0,1150400.0,1145790.0,2070.0,0.18,2017/02/13,1395/11/25,2017-02-13
1147860.0,1144860.0,1150400.0,1149250.0,3460.0,0.3,2017/02/14,1395/11/26,2017-02-14
1149594.0,1138442.0,1166178.0,1149737.0,433.0,0.04,2017/02/15,1395/11/27,2017-02-15
1149710.0,1147630.0,1151100.0,1148330.0,1407.0,0.12,2017/02/18,1395/11/30,2017-02-18
1148100.0,1145090.0,1149020.0,1146020.0,2310.0,0.2,2017/02/19,1395/12/01,2017-02-19
1145090.0,1144400.0,1149250.0,1149020.0,3000.0,0.26,2017/02/20,1395/12/02,2017-02-20
1148330.0,1147630.0,1151100.0,1149830.0,810.0,0.07,2017/02/21,1395/12/03,2017-02-21
1151330.0,1149480.0,1153410.0,1152940.0,3110.0,0.27,2017/02/22,1395/12/04,2017-02-22
1153170.0,1153170.0,1153170.0,1153170.0,230.0,0.02,2017/02/23,1395/12/05,2017-02-23
1160790.0,1160330.0,1164260.0,1162870.0,9700.0,0.84,2017/02/25,1395/12/07,2017-02-25
1163330.0,1157790.0,1164030.0,1160330.0,2540.0,0.22,2017/02/26,1395/12/08,2017-02-26
1157100.0,1156410.0,1161020.0,1160790.0,460.0,0.04,2017/02/27,1395/12/09,2017-02-27
1159760.0,1138919.0,1176344.0,1157791.0,3699.0,0.32,2017/02/28,1395/12/10,2017-02-28
1153640.0,1151560.0,1153870.0,1152020.0,5771.0,0.5,2017/03/04,1395/12/14,2017-03-04
1152480.0,1144170.0,1152480.0,1144630.0,7390.0,0.65,2017/03/05,1395/12/15,2017-03-05
1144860.0,1133320.0,1144860.0,1133780.0,10850.0,0.96,2017/03/06,1395/12/16,2017-03-06
1133320.0,1124550.0,1133320.0,1127780.0,6000.0,0.53,2017/03/07,1395/12/17,2017-03-07
1130381.0,1112068.0,1145074.0,1130714.0,5146.0,0.46,2017/03/08,1395/12/18,2017-03-08
1124780.0,1123620.0,1129400.0,1128930.0,1784.0,0.16,2017/03/11,1395/12/21,2017-03-11
1129160.0,1128930.0,1132860.0,1130550.0,1620.0,0.14,2017/03/12,1395/12/22,2017-03-12
1130090.0,1127320.0,1131240.0,1128240.0,2310.0,0.2,2017/03/13,1395/12/23,2017-03-13
1126390.0,1126390.0,1129400.0,1127090.0,1150.0,0.1,2017/03/14,1395/12/24,2017-03-14
1138095.0,1116585.0,1160891.0,1138911.0,281.0,0.02,2017/03/15,1395/12/25,2017-03-15
1152480.0,1151790.0,1153870.0,1153640.0,14729.0,1.29,2017/03/18,1395/12/28,2017-03-18
1156870.0,1156870.0,1172800.0,1165640.0,12000.0,1.04,2017/03/25,1396/01/05,2017-03-25
1165870.0,1165870.0,1173490.0,1170490.0,4850.0,0.42,2017/03/26,1396/01/06,2017-03-26
1170260.0,1169100.0,1172110.0,1170490.0,,,2017/03/27,1396/01/07,2017-03-27
1168640.0,1166100.0,1168870.0,1167030.0,3460.0,0.3,2017/03/28,1396/01/08,2017-03-28
1167440.0,1158380.0,1186580.0,1166200.0,100.0,0.01,2017/03/29,1396/01/09,2017-03-29
1162410.0,1162410.0,1167030.0,1164950.0,1250.0,0.11,2017/04/03,1396/01/14,2017-04-03
1165180.0,1161720.0,1167950.0,1161950.0,3000.0,0.26,2017/04/04,1396/01/15,2017-04-04
1165272.0,1148600.0,1180304.0,1165264.0,1934.0,0.17,2017/04/05,1396/01/16,2017-04-05
1165870.0,1165870.0,1168410.0,1167950.0,2686.0,0.23,2017/04/08,1396/01/19,2017-04-08
1167490.0,1165180.0,1168640.0,1167030.0,920.0,0.08,2017/04/09,1396/01/20,2017-04-09
1166910.0,1166910.0,1169680.0,1168870.0,1840.0,0.16,2017/04/10,1396/01/21,2017-04-10
1170920.0,1152536.0,1195219.0,1178369.0,7759.0,0.66,2017/04/12,1396/01/23,2017-04-12
1189650.0,1188270.0,1190340.0,1189070.0,10701.0,0.91,2017/04/15,1396/01/26,2017-04-15
1188500.0,1186880.0,1189650.0,1188730.0,340.0,0.03,2017/04/16,1396/01/27,2017-04-16
1186880.0,1185150.0,1188270.0,1187460.0,1270.0,0.11,2017/04/17,1396/01/28,2017-04-17
1188040.0,1176950.0,1188040.0,1178340.0,9120.0,0.77,2017/04/18,1396/01/29,2017-04-18
1177610.0,1156413.0,1192100.0,1179830.0,1610.0,0.14,2017/04/19,1396/01/30,2017-04-19
1181570.0,1181230.0,1182730.0,1181570.0,1740.0,0.15,2017/04/22,1396/02/02,2017-04-22
1180300.0,1174760.0,1180300.0,1177760.0,3810.0,0.32,2017/04/23,1396/02/03,2017-04-23
1177990.0,1175800.0,1177990.0,1176260.0,1500.0,0.13,2017/04/24,1396/02/04,2017-04-24
1170656.0,1155788.0,1181302.0,1171114.0,44.0,,2017/04/26,1396/02/06,2017-04-26
1172800.0,1172800.0,1177070.0,1174990.0,3876.0,0.33,2017/04/29,1396/02/09,2017-04-29
1175450.0,1165300.0,1175450.0,1166100.0,8890.0,0.76,2017/04/30,1396/02/10,2017-04-30
1164140.0,1160220.0,1164370.0,1162060.0,4040.0,0.35,2017/05/01,1396/02/11,2017-05-01
1162760.0,1159750.0,1163910.0,1161830.0,230.0,0.02,2017/05/02,1396/02/12,2017-05-02
1153618.0,1118392.0,1168730.0,1138081.0,11859.0,1.04,2017/05/03,1396/02/13,2017-05-03
1129160.0,1128360.0,1139210.0,1137590.0,491.0,0.04,2017/05/06,1396/02/16,2017-05-06
1135510.0,1135510.0,1142210.0,1140710.0,3120.0,0.27,2017/05/07,1396/02/17,2017-05-07
1141170.0,1133780.0,1141170.0,1134010.0,6700.0,0.59,2017/05/08,1396/02/18,2017-05-08
1133780.0,1133670.0,1137820.0,1134820.0,810.0,0.07,2017/05/09,1396/02/19,2017-05-09
1134735.0,1113855.0,1158873.0,1137042.0,32.0,,2017/05/10,1396/02/20,2017-05-10
1140020.0,1138510.0,1140940.0,1140590.0,3548.0,0.31,2017/05/13,1396/02/23,2017-05-13
1140710.0,1135980.0,1141290.0,1138860.0,1730.0,0.15,2017/05/14,1396/02/24,2017-05-14
1138280.0,1138280.0,1147400.0,1145900.0,7040.0,0.62,2017/05/15,1396/02/25,2017-05-15
1152140.0,1150980.0,1160680.0,1158600.0,12700.0,1.11,2017/05/16,1396/02/26,2017-05-16
1152157.0,1137524.0,1161331.0,1152572.0,138.0,0.01,2017/05/17,1396/02/27,2017-05-17
1148900.0,1147860.0,1151100.0,1150750.0,1822.0,0.16,2017/05/20,1396/02/30,2017-05-20
1150400.0,1146600.0,1153520.0,1151790.0,1040.0,0.09,2017/05/21,1396/02/31,2017-05-21
1153290.0,1148560.0,1153870.0,1149250.0,2540.0,0.22,2017/05/22,1396/03/01,2017-05-22
1148330.0,1146130.0,1149130.0,1146940.0,2310.0,0.2,2017/05/23,1396/03/02,2017-05-23
1149306.0,1139226.0,1156546.0,1147488.0,722.0,0.06,2017/05/24,1396/03/03,2017-05-24
1146940.0,1145670.0,1149250.0,1148900.0,1412.0,0.12,2017/05/27,1396/03/06,2017-05-27
1149130.0,1141860.0,1149370.0,1145560.0,3340.0,0.29,2017/05/28,1396/03/07,2017-05-28
1145210.0,1139780.0,1146830.0,1140480.0,5080.0,0.45,2017/05/29,1396/03/08,2017-05-29
1140710.0,1137070.0,1140710.0,1138510.0,1970.0,0.17,2017/05/30,1396/03/09,2017-05-30
1140743.0,1117334.0,1151009.0,1139323.0,1733.0,0.15,2017/05/31,1396/03/10,2017-05-31
1142560.0,1142440.0,1143130.0,1142790.0,3467.0,0.3,2017/06/03,1396/03/13,2017-06-03
1152250.0,1149940.0,1158480.0,1150750.0,7960.0,0.7,2017/06/06,1396/03/16,2017-06-06
1146570.0,1121860.0,1163080.0,1143590.0,3010.0,0.26,2017/06/07,1396/03/17,2017-06-07
1142320.0,1142320.0,1144520.0,1143940.0,350.0,0.03,2017/06/10,1396/03/20,2017-06-10
1143250.0,1140480.0,1144170.0,1141170.0,2770.0,0.24,2017/06/11,1396/03/21,2017-06-11
1142560.0,1136550.0,1142560.0,1142090.0,920.0,0.08,2017/06/12,1396/03/22,2017-06-12
1143020.0,1138170.0,1153640.0,1144860.0,2770.0,0.24,2017/06/13,1396/03/23,2017-06-13
1138015.0,1130048.0,1161795.0,1140133.0,2773.0,0.24,2017/06/14,1396/03/24,2017-06-14
1142210.0,1141980.0,1146830.0,1145560.0,5427.0,0.48,2017/06/17,1396/03/27,2017-06-17
1145670.0,1139670.0,1145790.0,1140130.0,5430.0,0.48,2017/06/18,1396/03/28,2017-06-18
1138980.0,1137820.0,1140820.0,1138980.0,1150.0,0.1,2017/06/19,1396/03/29,2017-06-19
1139210.0,1139090.0,1141630.0,1139900.0,920.0,0.08,2017/06/20,1396/03/30,2017-06-20
1141516.0,1126333.0,1153773.0,1146778.0,988.0,0.09,2017/06/21,1396/03/31,2017-06-21
1153170.0,1153170.0,1156640.0,1156290.0,9512.0,0.83,2017/06/24,1396/04/03,2017-06-24
1156410.0,1151100.0,1156410.0,1152250.0,4040.0,0.35,2017/06/25,1396/04/04,2017-06-25
1156491.0,1133245.0,1174026.0,1159991.0,2771.0,0.24,2017/06/28,1396/04/07,2017-06-28
1160910.0,1159290.0,1161140.0,1159520.0,471.0,0.04,2017/07/01,1396/04/10,2017-07-01
1159870.0,1148900.0,1159870.0,1148900.0,10620.0,0.92,2017/07/02,1396/04/11,2017-07-02
1149940.0,1146250.0,1150870.0,1146710.0,2190.0,0.19,2017/07/03,1396/04/12,2017-07-03
1146830.0,1143710.0,1147630.0,1145560.0,1150.0,0.1,2017/07/04,1396/04/13,2017-07-04
1144925.0,1116645.0,1167937.0,1139202.0,7628.0,0.67,2017/07/05,1396/04/14,2017-07-05
1135980.0,1135510.0,1137360.0,1137010.0,2192.0,0.19,2017/07/08,1396/04/17,2017-07-08
1137130.0,1131820.0,1137130.0,1135740.0,1270.0,0.11,2017/07/09,1396/04/18,2017-07-09
1137360.0,1131590.0,1137360.0,1134130.0,1610.0,0.14,2017/07/10,1396/04/19,2017-07-10
1134710.0,1134710.0,1138750.0,1137130.0,3000.0,0.26,2017/07/11,1396/04/20,2017-07-11
1137374.0,1113490.0,1155344.0,1133901.0,461.0,0.04,2017/07/12,1396/04/21,2017-07-12
1137250.0,1134360.0,1137480.0,1137010.0,3109.0,0.27,2017/07/15,1396/04/24,2017-07-15
1137130.0,1136490.0,1138630.0,1137820.0,810.0,0.07,2017/07/16,1396/04/25,2017-07-16
1138170.0,1136320.0,1140360.0,1138510.0,690.0,0.06,2017/07/17,1396/04/26,2017-07-17
1138280.0,1136210.0,1139090.0,1139090.0,580.0,0.05,2017/07/18,1396/04/27,2017-07-18
1138280.0,1138170.0,1140250.0,1139780.0,690.0,0.06,2017/07/19,1396/04/28,2017-07-19
1145440.0,1144290.0,1147060.0,1146480.0,6700.0,0.59,2017/07/22,1396/04/31,2017-07-22
1146020.0,1146020.0,1151330.0,1150750.0,4270.0,0.37,2017/07/23,1396/05/01,2017-07-23
1150400.0,1147860.0,1151670.0,1148560.0,2190.0,0.19,2017/07/24,1396/05/02,2017-07-24
1148330.0,1147400.0,1156520.0,1154790.0,6230.0,0.54,2017/07/25,1396/05/03,2017-07-25
1163324.0,1147222.0,1183914.0,1162451.0,961.0,0.08,2017/07/26,1396/05/04,2017-07-26
1176950.0,1176840.0,1184690.0,1179380.0,16929.0,1.46,2017/07/29,1396/05/07,2017-07-29
1179260.0,1171880.0,1179260.0,1176030.0,3350.0,0.28,2017/07/30,1396/05/08,2017-07-30
1177070.0,1174990.0,1180300.0,1179610.0,3580.0,0.3,2017/07/31,1396/05/09,2017-07-31
1179030.0,1176490.0,1181800.0,1181340.0,1730.0,0.15,2017/08/01,1396/05/10,2017-08-01
1178537.0,1168519.0,1203695.0,1180788.0,552.0,0.05,2017/08/02,1396/05/11,2017-08-02
1178450.0,1172910.0,1179610.0,1174070.0,6718.0,0.57,2017/08/05,1396/05/14,2017-08-05
1172220.0,1171410.0,1173490.0,1173030.0,1040.0,0.09,2017/08/06,1396/05/15,2017-08-06
1171880.0,1171820.0,1177420.0,1175220.0,2190.0,0.19,2017/08/07,1396/05/16,2017-08-07
1175920.0,1175920.0,1179720.0,1178570.0,3350.0,0.29,2017/08/08,1396/05/17,2017-08-08
1190377.0,1161422.0,1202518.0,1181508.0,1318.0,0.11,2017/08/09,1396/05/18,2017-08-09
1190920.0,1189650.0,1192310.0,1191730.0,10222.0,0.87,2017/08/12,1396/05/21,2017-08-12
1191500.0,1180070.0,1191500.0,1182730.0,9000.0,0.76,2017/08/13,1396/05/22,2017-08-13
1179490.0,1175800.0,1179960.0,1178110.0,4620.0,0.39,2017/08/14,1396/05/23,2017-08-14
1177650.0,1175800.0,1178340.0,1178340.0,230.0,0.02,2017/08/15,1396/05/24,2017-08-15
1184154.0,1161536.0,1205761.0,1184209.0,361.0,0.03,2017/08/16,1396/05/25,2017-08-16
1182260.0,1182260.0,1185960.0,1185730.0,1521.0,0.13,2017/08/19,1396/05/28,2017-08-19
1185960.0,1184800.0,1189420.0,1186880.0,1150.0,0.1,2017/08/20,1396/05/29,2017-08-20
1183420.0,1183190.0,1188730.0,1186880.0,,,2017/08/21,1396/05/30,2017-08-21
1186650.0,1186650.0,1192420.0,1191500.0,4620.0,0.39,2017/08/22,1396/05/31,2017-08-22
1192731.0,1180326.0,1212198.0,1202101.0,8751.0,0.73,2017/08/23,1396/06/01,2017-08-23
1208120.0,1208120.0,1214820.0,1212280.0,10179.0,0.85,2017/08/26,1396/06/04,2017-08-26
1212740.0,1209510.0,1219430.0,1218510.0,6230.0,0.51,2017/08/27,1396/06/05,2017-08-27
1220590.0,1220590.0,1232820.0,1223820.0,5310.0,0.44,2017/08/28,1396/06/06,2017-08-28
1221970.0,1218280.0,1226820.0,1225440.0,1620.0,0.13,2017/08/29,1396/06/07,2017-08-29
1225851.0,1217515.0,1252709.0,1238345.0,2525.0,0.2,2017/08/30,1396/06/08,2017-08-30
1255680.0,1255680.0,1266070.0,1264910.0,26565.0,2.15,2017/09/02,1396/06/11,2017-09-02
1267220.0,1256140.0,1268610.0,1256830.0,8080.0,0.64,2017/09/03,1396/06/12,2017-09-03
1255450.0,1247370.0,1258220.0,1254990.0,1840.0,0.15,2017/09/04,1396/06/13,2017-09-04
1256140.0,1253830.0,1262370.0,1255220.0,230.0,0.02,2017/09/05,1396/06/14,2017-09-05
1265640.0,1249838.0,1282346.0,1264507.0,517.0,0.04,2017/09/06,1396/06/15,2017-09-06
1261220.0,1253600.0,1261220.0,1255450.0,9057.0,0.72,2017/09/10,1396/06/19,2017-09-10
1251990.0,1251990.0,1256830.0,1255450.0,,,2017/09/11,1396/06/20,2017-09-11
1259830.0,1248750.0,1261220.0,1248980.0,6470.0,0.52,2017/09/12,1396/06/21,2017-09-12
1246123.0,1227761.0,1256091.0,1240163.0,6747.0,0.54,2017/09/13,1396/06/22,2017-09-13
1237670.0,1229820.0,1239290.0,1231440.0,8723.0,0.71,2017/09/16,1396/06/25,2017-09-16
1229590.0,1217120.0,1230280.0,1219430.0,12010.0,0.98,2017/09/17,1396/06/26,2017-09-17
1222200.0,1209970.0,1223820.0,1212510.0,6920.0,0.57,2017/09/18,1396/06/27,2017-09-18
1217820.0,1214120.0,1224280.0,1218510.0,6000.0,0.49,2017/09/19,1396/06/28,2017-09-19
1200832.0,1176102.0,1214041.0,1200472.0,1122.0,0.09,2017/09/20,1396/06/29,2017-09-20
1205580.0,1204660.0,1216430.0,1215970.0,15498.0,1.29,2017/09/23,1396/07/01,2017-09-23
1214120.0,1209740.0,1228900.0,1227510.0,11540.0,0.95,2017/09/24,1396/07/02,2017-09-24
1230510.0,1212510.0,1230750.0,1218740.0,8770.0,0.72,2017/09/25,1396/07/03,2017-09-25
1212970.0,1206740.0,1212970.0,1210890.0,7850.0,0.65,2017/09/26,1396/07/04,2017-09-26
1209194.0,1187912.0,1237254.0,1213114.0,316.0,0.03,2017/09/27,1396/07/05,2017-09-27
1205580.0,1204200.0,1211120.0,1207430.0,5684.0,0.47,2017/10/02,1396/07/10,2017-10-02
1208350.0,1208350.0,1219900.0,1215970.0,8540.0,0.71,2017/10/03,1396/07/11,2017-10-03
1216250.0,1196790.0,1238790.0,1216770.0,3570.0,0.29,2017/10/04,1396/07/12,2017-10-04
1227280.0,1223350.0,1240670.0,1240440.0,23670.0,1.95,2017/10/07,1396/07/15,2017-10-07
1237670.0,1236510.0,1258440.0,1255440.0,15000.0,1.21,2017/10/08,1396/07/16,2017-10-08
1253600.0,1242050.0,1256140.0,1246440.0,9000.0,0.72,2017/10/09,1396/07/17,2017-10-09
1243210.0,1240670.0,1248060.0,1241590.0,4850.0,0.39,2017/10/10,1396/07/18,2017-10-10
1246860.0,1226622.0,1270425.0,1244544.0,7206.0,0.58,2017/10/11,1396/07/19,2017-10-11
1245050.0,1238360.0,1247360.0,1244590.0,46.0,,2017/10/14,1396/07/22,2017-10-14
1244130.0,1239980.0,1246900.0,1241130.0,3460.0,0.28,2017/10/15,1396/07/23,2017-10-15
1235590.0,1221740.0,1235590.0,1232820.0,8310.0,0.67,2017/10/16,1396/07/24,2017-10-16
1233050.0,1224740.0,1234900.0,1231430.0,1390.0,0.11,2017/10/17,1396/07/25,2017-10-17
1230739.0,1203288.0,1239477.0,1224472.0,6498.0,0.53,2017/10/18,1396/07/26,2017-10-18
1220810.0,1216430.0,1222660.0,1216890.0,7582.0,0.62,2017/10/21,1396/07/29,2017-10-21
1214350.0,1212960.0,1227510.0,1226350.0,9460.0,0.78,2017/10/22,1396/07/30,2017-10-22
1229120.0,1224510.0,1229360.0,1226120.0,230.0,0.02,2017/10/23,1396/08/01,2017-10-23
1225660.0,1219890.0,1230280.0,1226590.0,470.0,0.04,2017/10/24,1396/08/02,2017-10-24
1226056.0,1205090.0,1251209.0,1235031.0,11911.0,0.97,2017/10/25,1396/08/03,2017-10-25
1242050.0,1235360.0,1242510.0,1241130.0,6099.0,0.49,2017/10/28,1396/08/06,2017-10-28
1239510.0,1235360.0,1242280.0,1239740.0,1390.0,0.11,2017/10/29,1396/08/07,2017-10-29
1239980.0,1233510.0,1241360.0,1235590.0,4150.0,0.34,2017/10/30,1396/08/08,2017-10-30
1236970.0,1236970.0,1243670.0,1241820.0,6230.0,0.5,2017/10/31,1396/08/09,2017-10-31
1237943.0,1216278.0,1258807.0,1238009.0,3811.0,0.31,2017/11/01,1396/08/10,2017-11-01
1238130.0,1237090.0,1243900.0,1243440.0,5431.0,0.44,2017/11/04,1396/08/13,2017-11-04
1243900.0,1242280.0,1249670.0,1248980.0,5540.0,0.45,2017/11/05,1396/08/14,2017-11-05
1249670.0,1240670.0,1249670.0,1242510.0,6470.0,0.52,2017/11/06,1396/08/15,2017-11-06
1243900.0,1242750.0,1254520.0,1251520.0,9010.0,0.73,2017/11/07,1396/08/16,2017-11-07
1249440.0,1249440.0,1254980.0,1254060.0,2540.0,0.2,2017/11/08,1396/08/17,2017-11-08
1243900.0,1243440.0,1260290.0,1259370.0,5310.0,0.42,2017/11/11,1396/08/20,2017-11-11
1257980.0,1257980.0,1266290.0,1260980.0,1610.0,0.13,2017/11/12,1396/08/21,2017-11-12
1262140.0,1251290.0,1262140.0,1260520.0,460.0,0.04,2017/11/13,1396/08/22,2017-11-13
1260060.0,1251750.0,1261680.0,1254060.0,6460.0,0.52,2017/11/14,1396/08/23,2017-11-14
1258145.0,1233862.0,1269444.0,1262501.0,6131.0,0.49,2017/11/15,1396/08/24,2017-11-15
1266520.0,1265140.0,1266990.0,1265370.0,2869.0,0.23,2017/11/18,1396/08/27,2017-11-18
1254290.0,1253130.0,1266520.0,1265370.0,,,2017/11/20,1396/08/29,2017-11-20
1262830.0,1262830.0,1270450.0,1269060.0,3690.0,0.29,2017/11/21,1396/08/30,2017-11-21
1272064.0,1258081.0,1296869.0,1270789.0,339.0,0.03,2017/11/22,1396/09/01,2017-11-22
1273450.0,1270220.0,1281300.0,1278760.0,7971.0,0.63,2017/11/25,1396/09/04,2017-11-25
1279220.0,1279220.0,1285690.0,1284070.0,5310.0,0.42,2017/11/26,1396/09/05,2017-11-26
1288690.0,1288690.0,1301390.0,1294920.0,10850.0,0.84,2017/11/28,1396/09/07,2017-11-28
1296540.0,1277610.0,1311007.0,1299314.0,8544.0,0.66,2017/11/29,1396/09/08,2017-11-29
1300920.0,1299770.0,1304390.0,1301390.0,2076.0,0.16,2017/12/02,1396/09/11,2017-12-02
1300460.0,1299540.0,1312930.0,1312240.0,10850.0,0.83,2017/12/03,1396/09/12,2017-12-03
1312930.0,1305770.0,1316160.0,1307620.0,4620.0,0.35,2017/12/04,1396/09/13,2017-12-04
1308310.0,1302080.0,1309930.0,1304620.0,3000.0,0.23,2017/12/05,1396/09/14,2017-12-05
1289430.0,1272538.0,1300951.0,1290755.0,13865.0,1.07,2017/12/06,1396/09/15,2017-12-06
1285230.0,1281990.0,1290070.0,1285230.0,5525.0,0.43,2017/12/09,1396/09/18,2017-12-09
1285460.0,1282690.0,1291460.0,1284300.0,930.0,0.07,2017/12/10,1396/09/19,2017-12-10
1281530.0,1276680.0,1284990.0,1278530.0,5770.0,0.45,2017/12/11,1396/09/20,2017-12-11
1281990.0,1277380.0,1283610.0,1277840.0,690.0,0.05,2017/12/12,1396/09/21,2017-12-12
1282498.0,1259222.0,1293270.0,1282043.0,407.0,0.03,2017/12/13,1396/09/22,2017-12-13
1280610.0,1277610.0,1282220.0,1279680.0,2363.0,0.18,2017/12/16,1396/09/25,2017-12-16
1280150.0,1278530.0,1282450.0,1281530.0,1850.0,0.14,2017/12/17,1396/09/26,2017-12-17
1281300.0,1281300.0,1289840.0,1285230.0,3700.0,0.29,2017/12/18,1396/09/27,2017-12-18
1287530.0,1283840.0,1290540.0,1286840.0,1610.0,0.13,2017/12/19,1396/09/28,2017-12-19
1287469.0,1279872.0,1303806.0,1291153.0,4313.0,0.34,2017/12/20,1396/09/29,2017-12-20
1295610.0,1293070.0,1300690.0,1296540.0,5387.0,0.42,2017/12/23,1396/10/02,2017-12-23
1297000.0,1295150.0,1298850.0,1298150.0,1610.0,0.12,2017/12/24,1396/10/03,2017-12-24
1298620.0,1298620.0,1303460.0,1302770.0,4620.0,0.36,2017/12/25,1396/10/04,2017-12-25
1303930.0,1303930.0,1312470.0,1310620.0,7850.0,0.6,2017/12/26,1396/10/05,2017-12-26
1319522.0,1303951.0,1356711.0,1336662.0,18882.0,1.43,2017/12/27,1396/10/06,2017-12-27
1345940.0,1333710.0,1355410.0,1347560.0,10898.0,0.82,2017/12/30,1396/10/09,2017-12-30
1347100.0,1346870.0,1371570.0,1369950.0,22390.0,1.66,2017/12/31,1396/10/10,2017-12-31
1369720.0,1369720.0,1386110.0,1383340.0,13390.0,0.98,2018/01/01,1396/10/11,2018-01-01
1391190.0,1383110.0,1402970.0,1400430.0,17090.0,1.24,2018/01/02,1396/10/12,2018-01-02
1395931.0,1339643.0,1418684.0,1363644.0,536.0,0.04,2018/01/03,1396/10/13,2018-01-03
1359560.0,1358870.0,1372720.0,1372030.0,8386.0,0.61,2018/01/06,1396/10/16,2018-01-06
1370880.0,1363260.0,1380110.0,1372260.0,230.0,0.02,2018/01/07,1396/10/17,2018-01-07
1374110.0,1365340.0,1374110.0,1369490.0,2770.0,0.2,2018/01/08,1396/10/18,2018-01-08
1370410.0,1367880.0,1384500.0,1384270.0,14780.0,1.08,2018/01/09,1396/10/19,2018-01-09
1384928.0,1377726.0,1413530.0,1388673.0,2793.0,0.2,2018/01/10,1396/10/20,2018-01-10
1413360.0,1391890.0,1421440.0,1393270.0,4597.0,0.33,2018/01/13,1396/10/23,2018-01-13
1394420.0,1394190.0,1404580.0,1402500.0,9230.0,0.66,2018/01/14,1396/10/24,2018-01-14
1402740.0,1398580.0,1405970.0,1402040.0,460.0,0.03,2018/01/15,1396/10/25,2018-01-15
1406200.0,1402740.0,1414510.0,1413820.0,11780.0,0.84,2018/01/16,1396/10/26,2018-01-16
1410576.0,1397175.0,1434081.0,1411775.0,7885.0,0.56,2018/01/17,1396/10/27,2018-01-17
1422590.0,1422130.0,1445220.0,1441750.0,29975.0,2.12,2018/01/20,1396/10/30,2018-01-20
1442680.0,1433210.0,1454680.0,1441520.0,230.0,0.02,2018/01/21,1396/11/01,2018-01-21
1444290.0,1438750.0,1449830.0,1442680.0,1160.0,0.08,2018/01/22,1396/11/02,2018-01-22
1446370.0,1443600.0,1455600.0,1448450.0,5770.0,0.4,2018/01/23,1396/11/03,2018-01-23
1447513.0,1431735.0,1455567.0,1448038.0,6412.0,0.44,2018/01/24,1396/11/04,2018-01-24
1439210.0,1439210.0,1448450.0,1447290.0,748.0,0.05,2018/01/27,1396/11/07,2018-01-27
1448450.0,1438060.0,1450990.0,1440600.0,6690.0,0.46,2018/01/28,1396/11/08,2018-01-28
1440370.0,1436900.0,1444290.0,1442680.0,2080.0,0.14,2018/01/29,1396/11/09,2018-01-29
1443600.0,1442910.0,1457220.0,1455140.0,12460.0,0.86,2018/01/30,1396/11/10,2018-01-30
1460597.0,1435182.0,1496695.0,1468933.0,11023.0,0.76,2018/01/31,1396/11/11,2018-01-31
1473610.0,1472230.0,1483770.0,1478690.0,9757.0,0.66,2018/02/03,1396/11/14,2018-02-03
1478230.0,1477540.0,1489310.0,1483310.0,4620.0,0.31,2018/02/04,1396/11/15,2018-02-04
1484460.0,1479380.0,1512170.0,1480310.0,3000.0,0.2,2018/02/05,1396/11/16,2018-02-05
1478690.0,1472230.0,1493930.0,1474770.0,5540.0,0.38,2018/02/06,1396/11/17,2018-02-06
1472971.0,1446457.0,1501066.0,1484588.0,7518.0,0.51,2018/02/07,1396/11/18,2018-02-07
1492080.0,1490230.0,1493240.0,1490460.0,5872.0,0.4,2018/02/10,1396/11/21,2018-02-10
1528560.0,1515860.0,1549100.0,1519780.0,29320.0,1.97,2018/02/12,1396/11/23,2018-02-12
1517010.0,1496240.0,1517480.0,1496470.0,23310.0,1.56,2018/02/13,1396/11/24,2018-02-13
